Timestamp,Kaupunki,Ikä,Sukupuoli,Työkokemus,Työsuhteen luonne,Työaika,Rooli,Etä,Kuukausipalkka,Vuositulot,Kilpailukykyinen,Työpaikka,Vapaa sana,Kk-tulot
2021-02-15 15:08:27.431,Lontoo,21-25 v,mies,0.0,Työntekijä / palkollinen,1.0,Software Developer,Toimisto,5500,115000,True,,"Ilmaset kaffet, safkat, salit jne.",9583.333333333334
2021-02-15 15:09:01.619,PK-Seutu,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,"backend, sysadmin, arkkitehti",Toimisto,4500,55000,True,Valtion omistama yritys,,4583.333333333333
2021-02-15 15:09:02.881,Jyväskylä,36-40 v,mies,5.0,Työntekijä / palkollinen,1.0,Web Developer,Etä,3000,37500.0,False,Digitoimisto Dude Oy,,3125.0
2021-02-15 15:10:57.839,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,Full-stack dev,Etä,4500,56250,False,,"startup, palkan lisäksi optiopaketti.",4687.5
2021-02-15 15:18:44.879,PK-Seutu,41-45 v,mies,21.0,Yrittäjä,1.0,Arkkitehti,Etä,,180000,True,,,15000.0
2021-02-15 15:19:13.063,PK-Seutu,26-30 v,,5.0,Työntekijä / palkollinen,1.0,,Toimisto,3600,45000,False,,,3750.0
2021-02-15 15:19:44.651,Turku,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,,Etä,3700,55000,True,Vincit,,4583.333333333333
2021-02-15 15:29:46.078,Turku,31-35 v,mies,11.0,Työntekijä / palkollinen,1.0,Full-stack ohjelmistokehittäjä,50/50,,75000,True,Arado,"Palkka perustuu osittain laskutukseen, joten vuositulot vaihtelevat hieman.",6250.0
2021-02-15 15:36:23.222,Tampere,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,Full-stack,Etä,4700,59000,True,,,4916.666666666667
2021-02-15 15:41:03.791,Tampere,26-30 v,,8.0,Työntekijä / palkollinen,1.0,Senior Frontend Developer,Etä,6120,80000,True,Brella,Vuositulot pitää sisällään myös sivutoimisena tehtyä pientä laskutusta.,6666.666666666667
2021-02-15 15:41:35.296,Tampere,36-40 v,mies,16.0,Työntekijä / palkollinen,1.0,full-stack kehittäjä,Toimisto,4600,60000,True,,,5000.0
2021-02-15 15:43:49.758,PK-Seutu,36-40 v,mies,16.0,Työntekijä / palkollinen,1.0,Tekninen liidi,Toimisto,6300,85000,True,,,7083.333333333333
2021-02-15 15:47:27.637,Oulu,36-40 v,mies,15.0,Työntekijä / palkollinen,1.0,Product Owner,Etä,6350,80000,True,Pankki,,6666.666666666667
2021-02-15 15:48:32.607,PK-Seutu,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,full-stack,Etä,,80500.0,True,,,6708.333333333333
2021-02-15 15:50:32.009,Turku,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,fullstack,Etä,5200,67500,True,,,5625.0
2021-02-15 15:51:24.534,Kuopio,21-25 v,,4.0,Yrittäjä,1.0,full-stack,Etä,,62500,False,,,5208.333333333333
2021-02-15 15:56:25.919,Jyväskylä,36-40 v,mies,12.0,Työntekijä / palkollinen,1.0,Senior SW developer (fullstack),Etä,5100,64500,True,,,5375.0
2021-02-15 15:58:21.057,PK-Seutu,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä full-stack,Toimisto,3900,51500,False,,,4291.666666666667
2021-02-15 16:00:43.021,PK-Seutu,36-40 v,mies,15.0,Työntekijä / palkollinen,1.0,"ohjelmistokehittäjä, front + vähän back",Toimisto,4500,58000,False,,,4833.333333333333
2021-02-15 16:04:53.145,PK-Seutu,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,kooder,Etä,4000,4000,True,hyvä työ,,333.3333333333333
2021-02-15 16:06:53.715,PK-Seutu,26-30 v,nainen,4.0,Työntekijä / palkollinen,1.0,"Ohjelmistokehittäjä, full-stack",Toimisto,4000,52000.0,True,,,4333.333333333333
2021-02-15 16:07:11.000,PK-Seutu,26-30 v,nainen,2.0,Työntekijä / palkollinen,1.0,full-stack developer konsultti,Toimisto,4000,54000,True,Columbia Road,,4500.0
2021-02-15 16:14:09.066,Tampere,36-40 v,mies,10.0,Työntekijä / palkollinen,1.0,"Vanhempi ohjelmistosuunnittelija, fullstack",Toimisto,4140,51750,False,Gofore,,4312.5
2021-02-15 16:17:56.856,PK-Seutu,31-35 v,mies,9.0,Työntekijä / palkollinen,1.0,Lead developer,Toimisto,7200,250000,True,,,20833.333333333332
2021-02-15 16:19:37.352,Tampere,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,Kehittäjä/arkkitehti,Etä,7000,87500.0,True,,,7291.666666666667
2021-02-15 16:22:53.163,Tampere,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,Projektipäällikkö,Etä,4300,54000,False,,,4500.0
2021-02-15 16:27:06.345,PK-Seutu,26-30 v,mies,6.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä,Toimisto,4800,57600,True,,,4800.0
2021-02-15 16:32:00.210,PK-Seutu,26-30 v,mies,7.0,Työntekijä / palkollinen,1.0,"Ohjelmistokehittäjä, web, front-end feat. full-stack",50/50,4000,52500,True,,,4375.0
2021-02-15 16:57:14.006,PK-Seutu,36-40 v,muu,13.0,Yrittäjä,1.0,arkkitehti,Etä,6000,85000,True,,,7083.333333333333
2021-02-15 16:57:54.492,Tampere,31-35 v,mies,11.0,Freelancer,,Full-stack,Etä,,190000,True,,,15833.333333333334
2021-02-15 16:59:36.341,Tampere,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,Full-stack kehittäjä,50/50,4020,50200,True,,,4183.333333333333
2021-02-15 17:03:50.821,PK-Seutu,31-35 v,mies,4.0,Työntekijä / palkollinen,1.0,DevOps,Toimisto,3700,46300,True,,,3858.3333333333335
2021-02-15 17:09:49.449,Turku,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,full-stack/mobiili,Etä,7000,~80000,True,Arado,,
2021-02-15 17:16:58.557,PK-Seutu,26-30 v,mies,7.0,Työntekijä / palkollinen,1.0,Full-stack ohjelmistokehittäjä,Toimisto,5600,70000,True,Konsulttiyritys,,5833.333333333333
2021-02-15 17:49:07.807,PK-Seutu,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,Frontend,50/50,6800,85000.0,True,,,7083.333333333333
2021-02-15 17:59:10.857,Tampere,31-35 v,mies,13.0,Työntekijä / palkollinen,1.0,Full-stack,Toimisto,4060,52000,True,,,4333.333333333333
2021-02-15 18:03:06.459,Vaasa,31-35 v,mies,11.0,Työntekijä / palkollinen,1.0,"ohjelmoija, backend, data, tekoäly ",Etä,3600,45000,True,,,3750.0
2021-02-15 18:04:44.321,Turku,26-30 v,mies,10.0,Työntekijä / palkollinen,0.8,CTO,Etä,4300,56000,True,,,4666.666666666667
2021-02-15 18:22:48.119,,36-40 v,mies,12.0,Työntekijä / palkollinen,1.0,DevOps,Toimisto,5600,67000,True,,,5583.333333333333
2021-02-15 18:33:14.232,Tampere,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,"Tech Lead, arkkitehti, DevOps, full-stack, perus konsultti",Etä,4000,52000,False,,,4333.333333333333
2021-02-15 18:47:38.392,PK-Seutu,41-45 v,mies,22.0,Työntekijä / palkollinen,0.8,tekninen suunnittelija / full-stack,Etä,3000,37500,False,,,3125.0
2021-02-15 18:49:31.146,PK-Seutu,26-30 v,mies,4.0,Freelancer,1.0,Full-stack / Scrum Master,Etä,,150000,True,,,12500.0
2021-02-15 19:18:43.698,PK-Seutu,31-35 v,mies,11.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,Toimisto,5000,62500,True,,,5208.333333333333
2021-02-15 19:20:56.737,Tampere,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Full-stack,Toimisto,3400,42500,False,,,3541.6666666666665
2021-02-15 19:21:27.930,PK-Seutu,41-45 v,mies,20.0,Freelancer,1.0,Full stack,50/50,,137800,True,,,11483.333333333334
2021-02-15 19:23:11.271,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,0.8,Ohjelmistokehittäjä,50/50,4800,60000,True,,,5000.0
2021-02-15 19:24:55.397,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Developer,50/50,3900,50700,True,,,4225.0
2021-02-15 19:27:04.375,PK-Seutu,31-35 v,mies,8.0,Työntekijä / palkollinen,1.0,Drupal Developer,Etä,3750,47000,False,,,3916.6666666666665
2021-02-15 19:27:55.016,PK-Seutu,26-30 v,,10.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,Toimisto,6000,75000.0,True,,,6250.0
2021-02-15 19:35:22.157,Tampere,36-40 v,mies,15.0,Työntekijä / palkollinen,1.0,developer,Etä,4900,61250.0,True,,saispa lisää liksaa,5104.166666666667
2021-02-15 19:41:45.173,PK-Seutu,36-40 v,,14.0,Työntekijä / palkollinen,1.0,Tekki manageri,50/50,6250,78125,True,,,6510.416666666667
2021-02-15 19:54:10.815,PK-Seutu,31-35 v,mies,9.0,Työntekijä / palkollinen,1.0,Lead Developer,Toimisto,5100,63750.0,False,UseLess,Startup,5312.5
2021-02-15 20:05:12.297,Tampere,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,full-stack,Toimisto,4700,67200,True,,,5600.0
2021-02-15 20:23:56.439,PK-Seutu,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,full-stack,50/50,3600,47000,True,Fraktio,,3916.6666666666665
2021-02-15 20:28:21.711,PK-Seutu,26-30 v,mies,8.0,Työntekijä / palkollinen,1.0,Senior developer,50/50,4800,64000,False,,,5333.333333333333
2021-02-15 20:53:44.958,PK-Seutu,51-55 v,mies,20.0,Työntekijä / palkollinen,1.0,ohjelmoija,Etä,6000,76000,False,,,6333.333333333333
2021-02-15 20:54:41.325,Joensuu,41-45 v,,13.0,Työntekijä / palkollinen,1.0,,Etä,5500,68750,True,,,5729.166666666667
2021-02-15 20:57:06.468,PK-Seutu,31-35 v,mies,1.0,Työntekijä / palkollinen,1.0,Frontend,Etä,3100,38750.0,,,,3229.1666666666665
2021-02-15 21:03:42.029,PK-Seutu,31-35 v,mies,9.0,Työntekijä / palkollinen,1.0,full-stack,Toimisto,5200,65000,False,,,5416.666666666667
2021-02-15 21:12:31.628,PK-Seutu,26-30 v,mies,8.0,Työntekijä / palkollinen,1.0,Team Lead,,6000,75000,True,,+ merkittävä optiopaketti,6250.0
2021-02-15 21:14:45.154,Oulu,36-40 v,mies,13.0,Freelancer,0.8,Fronttikoodari,Etä,,110000,True,,,9166.666666666666
2021-02-15 21:18:57.294,Oulu,41-45 v,mies,3.0,Työntekijä / palkollinen,1.0,frontend developer,Toimisto,3800,47500,True,,,3958.3333333333335
2021-02-15 21:37:52.013,PK-Seutu,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,Tech Lead,50/50,6000,85000,True,,,7083.333333333333
2021-02-16 00:00:50.094,Tampere,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,Toimisto,4400,55000,False,,,4583.333333333333
2021-02-16 07:02:05.878,Oulu,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,lead developer,Etä,7500,93750,True,,,7812.5
2021-02-16 08:40:13.115,PK-Seutu,36-40 v,mies,12.0,Työntekijä / palkollinen,1.0,UI-Suunnittelija / Frontti kehittäjä,50/50,,90000,True,Siili,,7500.0
2021-02-16 08:41:04.529,PK-Seutu,26-30 v,nainen,5.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä (full-stack),50/50,4100,51000,True,,,4250.0
2021-02-16 08:43:50.157,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Ohjelmisto kehittäjä,Toimisto,3590,44875,False,,,3739.5833333333335
2021-02-16 09:10:03.893,Tampere,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä (frontend),Toimisto,3300,49000,False,Vincit,,4083.3333333333335
2021-02-16 09:46:38.803,PK-Seutu,31-35 v,nainen,13.0,Työntekijä / palkollinen,1.0,Chief Experience Officer,Etä,6000,75000,False,Fraktio,"Johtajasopimus, ei työaikaa",6250.0
2021-02-16 10:00:42.704,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,Full-stack,Toimisto,4200,55000,True,Fraktio,,4583.333333333333
2021-02-16 10:42:03.350,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,frontend,50/50,4500,58000,True,,,4833.333333333333
2021-02-16 10:43:56.429,Tampere,31-35 v,mies,11.0,Työntekijä / palkollinen,1.0,Koodaava projektipäällikkö,Toimisto,4250,55000,True,Gofore Oyj,,4583.333333333333
2021-02-16 10:44:27.612,Oulu,31-35 v,,10.0,Työntekijä / palkollinen,1.0,,Toimisto,4000,50000.0,True,,,4166.666666666667
2021-02-16 10:48:21.256,Tampere,36-40 v,mies,16.0,Työntekijä / palkollinen,1.0,Arkkitehti,Etä,4450,55000,False,Almamedia Partners,,4583.333333333333
2021-02-16 10:50:56.900,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Tech lead,Etä,5200,65000,False,,,5416.666666666667
2021-02-16 11:25:43.002,Turku,21-25 v,mies,2.0,Työntekijä / palkollinen,1.0,Full-stack,Toimisto,2850,38400.0,True,,,3200.0
2021-02-16 11:47:28.584,PK-Seutu,31-35 v,nainen,2.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä,Toimisto,3000,40478,True,Academic Work,,3373.1666666666665
2021-02-16 12:11:34.518,PK-Seutu,26-30 v,mies,5.0,Freelancer,1.0,Fullstack kehittäjä,Etä,,130 000€,True,,,
2021-02-16 13:07:12.947,Jyväskylä,41-45 v,mies,21.0,Työntekijä / palkollinen,1.0,Data scientist,Toimisto,4500,57000,True,,,4750.0
2021-02-16 13:11:57.116,PK-Seutu,31-35 v,nainen,20.0,Työntekijä / palkollinen,1.0,asiantuntija,Toimisto,3600,45000,True,,,3750.0
2021-02-16 13:19:08.270,Tampere,36-40 v,mies,12.0,Työntekijä / palkollinen,1.0,full-stack ohjelmistokehittäjä,Etä,4800,60000,True,Gofore,,5000.0
2021-02-16 13:47:10.006,PK-Seutu,31-35 v,mies,10.0,Työntekijä / palkollinen,1.0,Full-Stack kehittäjä + projektinvetovastuuta,Etä,5700,76000,True,Columbia Road Oy,,6333.333333333333
2021-02-16 14:02:53.959,PK-Seutu,36-40 v,mies,15.0,Yrittäjä,,Ohjelmistoyrittäjä,50/50,7000,100000.0,False,Oma firma,"Vastasin kysymyksiin läpällä. Summat on enemmän sitä minkä verran yrittäjänä haluaa sykkiä ja mennä ""raha edellä"". ",8333.333333333334
2021-02-16 15:04:15.689,Turku,26-30 v,mies,6.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,50/50,3600,52000,True,,,4333.333333333333
2021-02-16 15:55:16.912,PK-Seutu,26-30 v,mies,12.0,Yrittäjä,1.0,Suurarkkitehti,50/50,7000,87500.0,False,,,7291.666666666667
2021-02-16 16:35:21.657,Tampere,26-30 v,mies,9.0,Työntekijä / palkollinen,1.0,Arkkitehti,Etä,5000,67500,True,,,5625.0
2021-02-16 17:20:53.012,PK-Seutu,31-35 v,mies,14.0,Työntekijä / palkollinen,1.0,Lead Developer,Toimisto,7000,91000,True,Pankki,,7583.333333333333
2021-02-16 17:23:13.009,PK-Seutu,31-35 v,mies,2.0,Työntekijä / palkollinen,0.8,ohjelmistokehittäjä,50/50,2500,31250.0,True,,,2604.1666666666665
2021-02-16 17:39:04.578,Europe,46-50 v,mies,23.0,Freelancer,0.8,Solution Architect,50/50,6000,130000,True,,,10833.333333333334
2021-02-16 17:51:23.751,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä (frontend),Etä,5100,61200,True,,,5100.0
2021-02-16 18:16:57.661,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,full-stack + projektivastuuta,50/50,5300,66250,True,,,5520.833333333333
2021-02-16 18:40:42.277,,36-40 v,mies,14.0,Työntekijä / palkollinen,1.0,Lead developer (full stack),,4000,50000,False,Gofore,,4166.666666666667
2021-02-16 19:55:31.672,PK-Seutu,36-40 v,mies,15.0,Työntekijä / palkollinen,1.0,arkkitehti,50/50,5500,68750,True,,,5729.166666666667
2021-02-16 21:21:39.298,PK-Seutu,41-45 v,mies,15.0,Työntekijä / palkollinen,1.0,ohjelmistoarkkitehti,Toimisto,6100,76250.0,True,,,6354.166666666667
2021-02-16 21:22:36.620,Tampere,41-45 v,mies,16.0,Työntekijä / palkollinen,1.0,arkkitehti,Toimisto,5900,80000,False,,,6666.666666666667
2021-02-16 21:32:07.059,PK-Seutu,41-45 v,mies,15.0,Työntekijä / palkollinen,1.0,Rails / Raspberry / Android ,50/50,5065,63312.5,True,,,5276.041666666667
2021-02-16 21:33:59.713,Tampere,31-35 v,mies,13.0,Työntekijä / palkollinen,1.0,Full-stack / arkkitehti / tekninen myynti,Toimisto,5168,75000,False,Vincit,,6250.0
2021-02-16 21:34:32.499,PK-Seutu,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,arkkitehti,Etä,5700,85000,True,,"Korona-aika on lisännyt etätyön määrää. Aiemmin pari päivää viikossa etänä, nyt kokonaan. Paluuta vanhaan ei varmaankaan ole, ehkä päivä viikossa konttorilla ihan sosiaalisten kontaktien takia.",7083.333333333333
2021-02-16 23:00:43.968,PK-Seutu,31-35 v,mies,8.0,Työntekijä / palkollinen,1.0,Senior Software Engineer,Etä,8000,104000,True,Mirantis,,8666.666666666666
2021-02-16 23:54:53.619,PK-Seutu,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,Full-stack koodari,50/50,6800,91000,True,,,7583.333333333333
2021-02-17 07:58:53.036,PK-Seutu,26-30 v,mies,4.0,Työntekijä / palkollinen,1.0,Front-end / full-stack ohjelmistokehittäjä,Toimisto,4050,52000,True,,,4333.333333333333
2021-02-17 08:30:45.093,Oulu,51-55 v,mies,25.0,Työntekijä / palkollinen,1.0,projektipäällikkö,Etä,6000,80000,True,,,6666.666666666667
2021-02-17 08:46:57.425,Tampere,41-45 v,mies,20.0,Freelancer,,"Full-stack, backend painotuksella",Toimisto,,130000,True,,,10833.333333333334
2021-02-17 09:31:15.971,PK-Seutu,26-30 v,nainen,2.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä (frontend),50/50,3200,40000.0,True,,,3333.3333333333335
2021-02-17 09:50:26.998,PK-Seutu,31-35 v,mies,11.0,Työntekijä / palkollinen,1.0,devops-konsultti,Toimisto,6200,77500,True,,,6458.333333333333
2021-02-17 10:46:07.064,Tampere,21-25 v,nainen,3.0,Työntekijä / palkollinen,1.0,Asiantuntija,Etä,3000,38000,False,,,3166.6666666666665
2021-02-17 14:09:28.936,PK-Seutu,21-25 v,mies,1.0,Työntekijä / palkollinen,1.0,full-stack,Toimisto,2800,36300,True,,,3025.0
2021-02-17 17:43:59.912,PK-Seutu,26-30 v,nainen,4.0,Työntekijä / palkollinen,1.0,Software Developer,Etä,4080,51000,False,,,4250.0
2021-02-17 20:51:31.100,Turku,26-30 v,mies,4.0,Työntekijä / palkollinen,1.0,Full-stack,Etä,8000,98000,True,,,8166.666666666667
2021-02-18 00:49:57.161,PK-Seutu,31-35 v,mies,2.0,Työntekijä / palkollinen,1.0,Full-stack,Etä,3200,40000,False,Konsulttiputka,,3333.3333333333335
2021-02-18 10:05:56.566,PK-Seutu,31-35 v,mies,6.0,Työntekijä / palkollinen,1.0,full-stack,Toimisto,4200,52500.0,True,Siili solutions,,4375.0
2021-02-18 11:26:34.059,Tampere,26-30 v,mies,5.0,Työntekijä / palkollinen,0.8,"Ohjelmistokehittäjä, backend",50/50,3000,37500,False,,,3125.0
2021-02-18 19:58:18.897,Tampere,31-35 v,mies,9.0,Yrittäjä,1.0,"founderi, ohjelmistoinsinööri",50/50,3500,42000,False,,,3500.0
2021-02-18 20:20:15.645,Turku,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä / -konsultti (frontend),Etä,5000,62500,True,Houston Inc.,"Ei sinänsä liity suoraan palkkoihin, mutta olisi mielenkiintoista tietää miten palkka vaikuttaa työpaikan vaihtoon. Eli esim. Oletko vaihtanut/vaihtamassa/miettinyt vaihtamista, koska toisaalla maksetaan enemmän?",5208.333333333333
2021-02-18 20:31:30.615,PK-Seutu,26-30 v,nainen,4.0,Työntekijä / palkollinen,1.0,Junior frontend engineer,50/50,4000,50000.0,True,,,4166.666666666667
2021-02-18 20:48:25.694,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,Full stack,Etä,4000,50000.0,True,,,4166.666666666667
2021-02-18 22:19:32.061,PK-Seutu,21-25 v,mies,5.0,Työntekijä / palkollinen,0.8,Koodi Ukkelli,50/50,3750,48000,False,Kaverin firma. Hyväntekeväisyyttä tälläsel alle neljän kilon palkoil mutta sentään on periantai kaliat aina viriman piikkii räh kjäh,,4000.0
2021-02-18 22:28:24.882,PK-Seutu,36-40 v,mies,13.0,Yrittäjä,1.0,full-stack + firman pyöritykseen liittyvää,Etä,5000,70000,True,Pieni tuotetalo,,5833.333333333333
2021-02-19 08:22:19.510,Tampere,26-30 v,muu,7.0,Työntekijä / palkollinen,1.0,Ohejlmistokehittäjä (full-stack),Toimisto,4200,54000.0,True,,,4500.0
2021-02-19 09:18:22.957,PK-Seutu,41-45 v,mies,20.0,Freelancer,,Full-stack,Etä,,110000,,,,9166.666666666666
2021-02-19 10:47:03.617,PK-Seutu,31-35 v,mies,9.0,Työntekijä / palkollinen,1.0,Full stack developer,Toimisto,5400,70000,True,,,5833.333333333333
2021-02-19 10:47:33.387,PK-Seutu,41-45 v,mies,20.0,Työntekijä / palkollinen,1.0,ohjelmistotestaus,Etä,4500,72520,True,en halua,olen sekä päivätyöläinen että friikku. jospa nyt kuitenki vois valita monta?,6043.333333333333
2021-02-19 10:47:38.477,PK-Seutu,26-30 v,mies,4.0,Freelancer,1.0,Cloud,Etä,,95000,True,,,7916.666666666667
2021-02-19 10:47:50.160,PK-Seutu,31-35 v,mies,6.0,Työntekijä / palkollinen,1.0,lead dev,Toimisto,5800,73000,True,F-Secure,,6083.333333333333
2021-02-19 10:47:54.906,Tampere,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Lead Developer,Toimisto,4200,55000,True,Vincit,Ihan OK. Edut myös kovat.,4583.333333333333
2021-02-19 10:47:57.877,PK-Seutu,31-35 v,mies,4.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,Toimisto,4000,50000,False,,,4166.666666666667
2021-02-19 10:48:00.296,PK-Seutu,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,Front-end,Etä,4300,53750,True,,,4479.166666666667
2021-02-19 10:48:06.695,PK-Seutu,31-35 v,mies,4.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä,Etä,5900,73750,True,,,6145.833333333333
2021-02-19 10:48:16.541,Turku,21-25 v,mies,3.0,Työntekijä / palkollinen,1.0,Software Engineer,Toimisto,4000,54000,True,Vincit,,4500.0
2021-02-19 10:48:31.881,PK-Seutu,36-40 v,mies,13.0,Työntekijä / palkollinen,1.0,full-stack,Etä,4850,63000,True,Zure Oy,,5250.0
2021-02-19 10:48:51.671,PK-Seutu,26-30 v,mies,1.0,Työntekijä / palkollinen,1.0,Mobile developer,Etä,2600,45000,True,,,3750.0
2021-02-19 10:48:52.341,Jyväskylä,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä (frontend + mobiili),Etä,4500,56250,True,,,4687.5
2021-02-19 10:48:52.926,Turku,31-35 v,mies,6.0,Työntekijä / palkollinen,1.0,Full-stack + devops + risat,Etä,4100,62000,True,,,5166.666666666667
2021-02-19 10:48:57.428,Lahti,26-30 v,mies,8.0,Työntekijä / palkollinen,1.0,Senior frontend developer,Etä,4800,62000,True,,,5166.666666666667
2021-02-19 10:48:59.264,Turku,21-25 v,nainen,3.0,Työntekijä / palkollinen,1.0,fullstack,Etä,3750,46875,,,,3906.25
2021-02-19 10:49:25.700,Kouvola,26-30 v,mies,1.0,Työntekijä / palkollinen,1.0,Full-stack,Etä,2820,35250,False,Telia Cygate Oy,,2937.5
2021-02-19 10:49:39.894,PK-Seutu,26-30 v,mies,6.0,Työntekijä / palkollinen,1.0,Engineering team lead,Etä,6500,78000 + optiot,,,,
2021-02-19 10:49:40.926,Tampere,31-35 v,nainen,1.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä (frontend),Etä,2275,30000,False,,,2500.0
2021-02-19 10:49:47.576,Tampere,36-40 v,,14.0,Työntekijä / palkollinen,1.0,"Back-end enimmäkseen, mutta pieni organisaatio niin kaikkea",Etä,5236,65450,True,,,5454.166666666667
2021-02-19 10:49:53.712,Jyväskylä,31-35 v,,8.0,Työntekijä / palkollinen,1.0,kehittäjä,50/50,3800,47500,False,Geniem,,3958.3333333333335
2021-02-19 10:50:06.334,Turku,36-40 v,mies,12.0,Työntekijä / palkollinen,1.0,Solution Developer,Toimisto,4747,62000,True,If,,5166.666666666667
2021-02-19 10:50:31.616,PK-Seutu,41-45 v,mies,24.0,Työntekijä / palkollinen,0.7,Full stack dev/cto,Etä,3200,40000.0,True,,,3333.3333333333335
2021-02-19 10:50:36.669,PK-Seutu,36-40 v,mies,8.0,Työntekijä / palkollinen,1.0,Full-stack ,Toimisto,4400,55000,False,Reaktor,,4583.333333333333
2021-02-19 10:50:39.036,PK-Seutu,26-30 v,mies,1.0,Työntekijä / palkollinen,1.0,sovelluskehitysharjoittelija,Etä,1800,22500.0,False,julkinen sektori,,1875.0
2021-02-19 10:50:42.124,Tampere,36-40 v,mies,6.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä,Toimisto,3950,49375,False,,,4114.583333333333
2021-02-19 10:51:11.796,Tampere,26-30 v,mies,3.0,Työntekijä / palkollinen,1.0,"Full-stack kehittäjä, rekrytointi, projektipäällikkö",Etä,3410,42625,True,Futurice,,3552.0833333333335
2021-02-19 10:51:14.144,Hämeenlinna,21-25 v,mies,4.0,Työntekijä / palkollinen,1.0,frontend ohjelmistokehittäjä,Toimisto,2800,35000,True,,,2916.6666666666665
2021-02-19 10:51:15.023,Oulu,36-40 v,,13.0,Työntekijä / palkollinen,1.0,Frontend,Etä,3500,43750.0,True,,,3645.8333333333335
2021-02-19 10:51:32.463,PK-Seutu,31-35 v,mies,7.0,Työntekijä / palkollinen,1.0,ohjelmistokehittäjä,Toimisto,4900,61250,False,,,5104.166666666667
2021-02-19 10:51:42.158,Turku,41-45 v,mies,15.0,Työntekijä / palkollinen,1.0,Team lead / front&backend,Etä,3725,44700,False,,,3725.0
2021-02-19 10:51:44.103,Tampere,41-45 v,mies,13.0,Työntekijä / palkollinen,1.0,"Senior developer, tech lead",Toimisto,4100,51250,False,,,4270.833333333333
2021-02-19 10:51:45.474,Kuopio,41-45 v,mies,2.0,Työntekijä / palkollinen,1.0,Fronttidevaaja,50/50,2900,36250.0,True,Kiho,,3020.8333333333335
2021-02-19 10:52:08.744,Oulu,31-35 v,mies,0.0,Työntekijä / palkollinen,1.0,Ohjelmistokehittäjä ,50/50,2300,30000,True,,,2500.0
2021-02-19 10:52:19.263,PK-Seutu,26-30 v,mies,5.0,Työntekijä / palkollinen,1.0,full-stack,Etä,3700,46250,False,Evermade,,3854.1666666666665
2021-02-19 10:52:52.287,Tampere,31-35 v,mies,11.0,Freelancer,1.0,Frontend/full-stack,Etä,,140000,True,,,11666.666666666666
2021-02-19 10:52:55.200,Turku,21-25 v,mies,2.0,Työntekijä / palkollinen,0.6,Developer,Etä,2100,29400,True,,,2450.0
